WKT,fid,COUNTRY,NAME,ADDR1,ADDR2,ADDR3,ADDR4,ADDR5,CAT_MOD,STATE
POINT (-158.08118 21.6229957),9563228,US,Chuns Beach,61-529 Kamehameha Hwy,"Haleiwa, HI 96712",United States,,,travel_and_leisure.beach,HI
POINT (-73.8289416 40.5843748),9563683,US,Beach Buggie,Rockaway Fwy,"Rockaway Park, NY  11694",United States,,,travel_and_leisure.beach,NY
POINT (-117.3690784 33.1766404),9563909,US,Buccaneer Beach,1499 S Pacific St,"Oceanside, CA  92054",United States,,,travel_and_leisure.beach,CA
POINT (-87.094652 41.6530605),9570421,US,Dune Acres Beach,19 Hill Dr,"Chesterton, IN  46304",United States,,,travel_and_leisure.beach,IN
POINT (-122.8315877 48.5187468),9570833,US,Northwest Decatur Island,331 E Cove Rd,WA  98221,United States,,,travel_and_leisure.beach,WA
POINT (-87.729629 46.828975),9572377,US,Squaw Beach,Beach Rd,"Marquette, MI  49855",United States,,,travel_and_leisure.beach,MI
POINT (-157.709502 21.3676925),9577079,US,Bellows Field Beach Park,220 Tinker Rd,"Waimanalo, HI 96795",United States,,,travel_and_leisure.beach,HI
POINT (-87.528851 41.714801),9578300,US,Calumet South Beach,E 100th Dr,"Chicago, IL  60617",United States,,,travel_and_leisure.beach,IL
POINT (-82.042143 26.435705),9578455,US,Nerita Beach,626 Nerita St,"Sanibel, FL  33957",United States,,,travel_and_leisure.beach,FL
POINT (-73.3220854 44.6217319),9579616,US,White’s Beach,109 W Shore Rd,"South Hero, VT 05486",United States,,,travel_and_leisure.beach,VT
POINT (-113.3633506 37.107886),9583705,US,East Shore Beach,Sand Hollow Reservoir,"Hurricane, UT",United States,,,travel_and_leisure.beach,UT
POINT (-71.5086085 41.8904613),9586987,US,Georgiaville Pond Beach,23 Scenic View Dr,"Smithfield, RI  02917",United States,,,travel_and_leisure.beach,RI
POINT (-86.0758746 44.7633194),9591077,US,Otter Creek Beach,,,,,,travel_and_leisure.beach,MI
POINT (-75.0713825 38.6909281),9591567,US,Dewey Beach,105 Rodney Ave,"Dewey Beach, DE  19971",United States,,,travel_and_leisure.beach,DE
POINT (-80.0542456 26.8846134),9591773,US,Loggerhead Beach,"North Palm Beach, FL 33408",United States,,,,travel_and_leisure.beach,FL
POINT (-83.5859798 33.64409),9592659,US,Beach,"Rutledge, GA  30663",United States,,,,travel_and_leisure.beach,GA
POINT (-122.831796 48.0492212),9593243,US,Ocean Grove,4346 S Discovery Rd,WA  98368,United States,,,travel_and_leisure.beach,WA
POINT (-87.2431333 45.1275751),9596650,US,Fish Creek Beach,4167 Main St,"Fish Creek, WI  54212",United States,,,travel_and_leisure.beach,WI
POINT (-80.9795134 41.1221172),9599381,US,Lake Milton Beach,2265-2299 Grandview Rd,"Lake Milton, OH  44429",United States,,,travel_and_leisure.beach,OH
POINT (-67.848157 44.5388229),9599797,US,Jordan Beach,195 Jordan Beach Rd,"Milbridge, ME  04658",United States,,,travel_and_leisure.beach,ME
POINT (-73.703472 43.4177475),9600394,US,Lake George Beach,,,,,,travel_and_leisure.beach,NY
POINT (-86.8627263 30.3837433),9607526,US,Juana's Beach,1451 Navarre Beach Cswy,"Navarre, FL  32566",United States,,,travel_and_leisure.beach,FL
POINT (-70.1919748 41.2867234),9608844,US,Warrens Landing,Warrens Landing Rd,"Nantucket, MA",United States,,,travel_and_leisure.beach,MA
POINT (-158.1287402 21.3451609),9609460,US,Makaiwa Beach Park,"Kapolei, HI 96707",United States,,,,travel_and_leisure.beach,HI
POINT (-91.1849909 47.3472691),9614683,US,Crystal Bay Beach,"Lake County, MN",United States,,,,travel_and_leisure.beach,MN
POINT (-124.4112051 42.3042799),9615021,US,Meyers Creek Beach,Highway 101 N,"Gold Beach, OR  97444",United States,,,travel_and_leisure.beach,OR
POINT (-75.4090941 39.1370716),9616566,US,Pickering Beach,9 S Sandpiper Dr,"Dover, DE  19901",United States,,,travel_and_leisure.beach,DE
POINT (-122.7675028 48.2310929),9616742,US,West Beach,565 Pebble Beach Dr,"Coupeville, WA  98239",United States,,,travel_and_leisure.beach,WA
POINT (-124.598804 47.890563),9616888,US,Third Beach Trailhead (Strawberry Bay Falls),11289–11359 La Push Rd,"Forks, WA  98331",United States,,,travel_and_leisure.beach,WA
POINT (-82.4774283 39.9320678),9617613,US,Crystal Beach,"Buckeye Lake, OH  43008",United States,,,,travel_and_leisure.beach,OH
POINT (-80.6052495 28.2691283),9620108,US,North Area Beach (PAFB),"Brevard County, FL",United States,,,,travel_and_leisure.beach,FL
POINT (-80.3581506 27.6626103),9624318,US,Jaycee Beach,4200 Ocean Dr,"Vero Beach, FL 32963",United States,,,travel_and_leisure.beach,FL
POINT (-73.5679974 41.0128441),9625765,US,Uncas Point Beach,"Lucas Point Beach
212 Shore Rd
Old Greenwich, CT  06870
United States",,,,,travel_and_leisure.beach,CT
POINT (-76.8132044 35.4602546),9628011,US,Wharton Beach,52 S Teachs Point Rd,"Bath, NC  27808",United States,,,travel_and_leisure.beach,NC
POINT (-86.1381984 30.3189977),9632719,US,Seaside Beach,Scenic Highway 30A,"Seaside, FL 32459",United States,,,travel_and_leisure.beach,FL
POINT (-70.8195137 41.6269425),9633330,US,Lesiure Shores,Brandt Island Shores,"Mattapoisett, MA",United States,,,travel_and_leisure.beach,MA
POINT (-81.3943161 30.3250792),9636751,US,Neptune Beach,,,,,,travel_and_leisure.beach,FL
POINT (-155.7973278 19.0107135),9640605,US,Pōhue Beach,"Captain Cook, HI  96772",United States,,,,travel_and_leisure.beach,HI
POINT (-71.035076 42.4919),9641833,US,Lower Pond,"Saugus, MA  01906",United States,,,,travel_and_leisure.beach,MA
POINT (-80.2904677 27.4746943),9642601,US,Pay Beach,"FL
United States",,,,,travel_and_leisure.beach,FL
POINT (167.4675 9.3927778),9642975,US,Beach Red Two,,,,,,travel_and_leisure.beach,PR
POINT (-123.1552979 38.4658502),9645006,US,Russian Gulch State Beach,"Jenner, CA  95450",United States,,,,travel_and_leisure.beach,CA
POINT (-80.9697741 29.1542969),9645161,US,Daytona Beach Condo,3340 S Atlantic Ave,"Daytona Beach, FL  32118",United States,,,travel_and_leisure.beach,FL
POINT (-72.2996337 44.5689177),9645955,US,Caspian Lake,409 Breezy Ave,"Greensboro, VT  05841",United States,,,travel_and_leisure.beach,VT
POINT (-83.2929899 43.9300813),9647799,US,Private Shoreline Beach-caseville,7300 Port Austin Rd,"Caseville, MI  48725",United States,,,travel_and_leisure.beach,MI
POINT (-76.9609079 38.2313236),9648053,US,South Colonial Beach,Castlewood Dr,"Colonial Beach, VA  22443",United States,,,travel_and_leisure.beach,VA
POINT (-159.3290221 22.0515451),9656395,US,Waipouli Beach,"Kapaa, HI 96746",United States,,,,travel_and_leisure.beach,HI
POINT (-156.6931832 20.9315022),9656918,US,Royal Lahaina Beach,"Lahaina, HI  96761",United States,,,,travel_and_leisure.beach,HI
POINT (-119.4429731 34.3559876),9659260,US,Mussel Shoals Beach,Ocean Ave and Breakers Way,"Ventura, CA 93001",United States,,,travel_and_leisure.beach,CA
POINT (-122.1931815 37.0089614),9660700,US,Davenport Beach,Cabrillo Hwy and Cement Plant Rd,"Davenport, CA 95017",United States,,,travel_and_leisure.beach,CA
POINT (-76.5056777 37.2362395),9660733,US,Yorktown Beach,425 Water St,"Yorktown, VA 23690",United States,,,travel_and_leisure.beach,VA
POINT (-67.1600217 18.4891935),9662617,US,Playa Punta Borinquen,"Aguadilla, PR  00603",United States,,,,travel_and_leisure.beach,PR
POINT (-72.42857 40.9478041),9673280,US,North Sea Bathing Beach,2340 N Sea Rd,"Southampton, NY 11968",United States,,,travel_and_leisure.beach,NY
POINT (-89.0158333 47.8622222),9673850,US,Attwood Beach,Isle Royale,MI,United States,,,travel_and_leisure.beach,MI
POINT (-76.4333247 39.1105208),9675455,US,Downs Park Public Beach,Chesapeake Bay Dr,"Pasadena, MD 21122",United States,,,travel_and_leisure.beach,MD
POINT (-124.1086278 44.2655485),9675615,US,Neptune Beach,"Yachats, OR 97498",United States,,,,travel_and_leisure.beach,OR
POINT (-122.4800116 37.847998),9676041,US,Swede's Beach,East end of Valley Street,"Sausalito, CA 94965",United States,,,travel_and_leisure.beach,CA
POINT (-71.6576396 41.9869566),9677487,US,Spring Lake Beach,50 Old Hillside Dr,"Glendale, RI  02826",United States,,,travel_and_leisure.beach,RI
POINT (-72.2866146 41.1196829),9678244,US,Long Beach,Long Island,NY,United States,,,travel_and_leisure.beach,NY
POINT (-86.9839686 45.7089401),9679600,US,Private Shoreline Beach- Deepwater Point,Little Bay de Noc,"Bay de Noc Township, MI",United States,,,travel_and_leisure.beach,MI
POINT (-84.1242748 45.5301454),9684549,US,Public Shoreline Beach- Northwest Of Two Mile Lake,10485 Golden Trail Rd,MI  49759,United States,,,travel_and_leisure.beach,MI
POINT (-86.3217408 43.2048873),9689203,US,Kruse Park Lake Michigan Beach,3205 W Sherman Blvd,"Muskegon, MI 49441",United States,,,travel_and_leisure.beach,MI
POINT (-64.571738 17.7507285),9690190,US,Isaacs Bay Beach,Christiansted,"St. Croix, United States Virgin Islands  00820",United States,,,travel_and_leisure.beach,PR
POINT (-83.43775 45.0548525),9693789,US,Thompson Park,452 S State Ave,"Alpena, MI  49707",United States,,,travel_and_leisure.beach,MI
POINT (-86.2317558 42.5737346),9695495,US,Lake Michigan-west Side County Park Beach,Lake Michigan,MI,United States,,,travel_and_leisure.beach,MI
POINT (-72.3478847 41.2700165),9704936,US,Fenwick Beach,"Old Saybrook, CT  06475",United States,,,,travel_and_leisure.beach,CT
POINT (-76.548268 38.773362),9705026,US,Masons Beach,6027 First Ave,"Edgewater, MD 20751",United States,,,travel_and_leisure.beach,MD
POINT (-82.4988631 43.1554187),9708616,US,Jeddo Road Beach,8514 Lakeshore Rd,"Burtchville, MI  48059",United States,,,travel_and_leisure.beach,MI
POINT (-119.5712296 37.3302846),9708658,US,The Falls Beach,County Road 432,"Bass Lake, CA  93604",United States,,,travel_and_leisure.beach,CA
POINT (-71.362287 42.273867),9709101,US,Memorial Beach,43–49 West St,"Natick, MA  01760",United States,,,travel_and_leisure.beach,MA
POINT (-73.659296 40.8306642),9710968,US,Hempstead Harbor Park & Beach,W Shore Rd,"Mill Neck, NY 11765",United States,,,travel_and_leisure.beach,NY
POINT (-87.1077992 30.3367367),9712880,US,Casino Beach,1104 Ariola Dr,"Gulf Breeze, FL  32561",United States,,,travel_and_leisure.beach,FL
POINT (-86.5387089 43.6574491),9712946,US,Silver Lake-lake Michigan-silver Creek Channel,669 N Golden Sands Dr,MI  49436,United States,,,travel_and_leisure.beach,MI
POINT (-83.37094 39.2395173),9718566,US,Paint Creek Shoemaker Beach,"Bainbridge, OH  45612",United States,,,,travel_and_leisure.beach,OH
POINT (-155.0277835 19.7335869),9723844,US,Carlsmith Beach Park,1815 Kalanianaole Ave,"Hilo, HI 96720",United States,,,travel_and_leisure.beach,HI
POINT (-72.856775 40.9663967),9728579,US,Big Rock Beach,156 Creek Rd,"Riverhead, NY  11792",United States,,,travel_and_leisure.beach,NY
POINT (-97.2222257 27.578091),9735994,US,Natural Beach,"Corpus Christi, TX 78418",United States,,,,travel_and_leisure.beach,TX
POINT (-67.1378911 18.507315),9737105,US,Tabletop Beach,"14, 6Cliff Rd
Aguadilla, Puerto Rico  00603
United States",,,,,travel_and_leisure.beach,PR
POINT (-81.7747586 26.1594594),9739340,US,Naplesgov,,,,,,travel_and_leisure.beach,FL
POINT (-122.0875293 47.9965452),9742252,US,Davies Beach,10508 Chapel Hill Rd,"Lake Stevens, WA  98258",United States,,,travel_and_leisure.beach,WA
POINT (-74.1604829 39.6646082),9750601,US,Long Beach Island,1718 Long Beach Blvd,"Surf City, NJ  08008",United States,,,travel_and_leisure.beach,NJ
POINT (-117.2760728 32.8186504),9755536,US,Camino De La Costa Beach,5990 Camino de la Costa,"La Jolla, CA  92037",United States,,,travel_and_leisure.beach,CA
POINT (-87.2232956 45.1653134),9758767,US,Nicolet Bay Beach,9462 Shore Rd,"Fish Creek, WI  54212",United States,,,travel_and_leisure.beach,WI
POINT (-81.8155718 26.1888982),9759496,US,Horizon Way Beach Access,3483 Gulf Shore Blvd N,"Naples, FL  34103",United States,,,travel_and_leisure.beach,FL
POINT (-71.8073451 42.2981043),9760792,US,Indian Lake Beach,34 Sherburne Ave,"Worcester, MA  01606",United States,,,travel_and_leisure.beach,MA
POINT (-72.503265 40.8959774),9766143,US,Sunset Beach,10 Bayview Ave,"Hampton Bays, NY  11946",United States,,,travel_and_leisure.beach,NY
POINT (-87.7037492 41.9063256),9768455,US,Humboldt Park Beach,1400 N Humboldt Dr,"Chicago, IL  60651",United States,,,travel_and_leisure.beach,IL
POINT (-124.1309449 40.9442437),9770811,US,Mad River Beach,,,,,,travel_and_leisure.beach,CA
POINT (-157.8464884 21.2834937),9774766,US,Magic Island Beach,1201 Ala Moana Blvd,"Honolulu, HI  96814",United States,,,travel_and_leisure.beach,HI
POINT (-157.0329952 20.9232029),9775396,US,Polihua Beach,"Lanai City, HI  96763
United States",,,,,travel_and_leisure.beach,HI
POINT (-72.4058986 40.8637651),9780872,US,Coopers Beach,268 Meadow Ln,"Southampton, NY 11968",United States,,,travel_and_leisure.beach,NY
POINT (-82.5531894 41.3981414),9782158,US,Main Street Beach,31 Main St,"Huron, OH  44839",United States,,,travel_and_leisure.beach,OH
POINT (-94.928066 29.211362),9787024,US,Pocket Park Beach #3 Galveston Island,3827 11 Mile Rd,"Galveston, TX  77554",United States,,,travel_and_leisure.beach,TX
POINT (-159.5608699 22.2238099),9788370,US,Tunnels Beach,5-7690 Kuhio Hwy,"Princeville, HI  96722",United States,,,travel_and_leisure.beach,HI
POINT (-95.9755058 28.5965259),9792178,US,Matagorda Beach,6420 Fm 2031,"Matagorda, TX  77414",United States,,,travel_and_leisure.beach,TX
POINT (-122.927748 47.2508517),9792517,US,Timberlake Community Beach,80 E Pickering Ln,"Shelton, WA  98584",United States,,,travel_and_leisure.beach,WA
POINT (-81.061586 29.339688),9792632,US,Ormond Beach,2700 Ocean Shore Blvd,"Ormond Beach, FL 32176",United States,,,travel_and_leisure.beach,FL
POINT (-70.9309489 41.6053063),9793329,US,Jones Town Beach,66 St John St,"Dartmouth, MA  02748",United States,,,travel_and_leisure.beach,MA
POINT (-66.3406103 18.4805369),9794257,US,Snorkeling Pr For You,2–42 PR-690,"Vega Alta, PR  00692",United States,,,travel_and_leisure.beach,PR
POINT (-89.5854677 46.8284251),9795235,US,Public Shoreline Beach-sand Point,346–360 Lincoln Ave,MI  49953,United States,,,travel_and_leisure.beach,MI
POINT (-88.3289954 34.5244677),9798225,US,Old bridge beach,80 Lock and Dam Rd,"Dennis, MS  38838",United States,,,travel_and_leisure.beach,MS
POINT (-76.127454 43.8993129),9801597,US,Westcott Beach,16001 Westcott Beach State Park,"Sackets Harbor, NY  13605",United States,,,travel_and_leisure.beach,NY
POINT (-94.7212017 29.386177),9805046,US,Bolivar Beach,"Port Bolivar, TX  77650",United States,,,,travel_and_leisure.beach,TX
POINT (-87.6528955 41.9868493),9806096,US,Osterman Beach,5800 North Jean-Baptiste Pointe DuSable Lake Shore Drive,"Chicago, IL 60640",United States,,,travel_and_leisure.beach,IL
POINT (-72.2783101 41.03961),9812840,US,Gibsons Beach,Shelter Island,NY,United States,,,travel_and_leisure.beach,NY
POINT (-73.6571044 40.8303307),9814028,US,Hempstead Harbor County Beach,"Port Washington, NY  11050",United States,,,,travel_and_leisure.beach,NY
POINT (-122.6052521 48.1445642),9823047,US,Ledgewood Beach,1846 Driftwood Way,"Coupeville, WA  98239",United States,,,travel_and_leisure.beach,WA
POINT (-80.3574926 27.6602883),9824261,US,Conn Beach,3766 Ocean Dr,"Vero Beach, FL 32963",United States,,,travel_and_leisure.beach,FL
POINT (-158.0635315 21.6456529),9824675,US,Kalua o Māua,59-750 Kamehameha Hwy,"Haleiwa, HI 96712",United States,,,travel_and_leisure.beach,HI
POINT (-81.4180922 31.0236247),9825792,US,4h Camp (jekyll),Jekyll Island,GA,United States,,,travel_and_leisure.beach,GA
POINT (-85.7664335 45.0191479),9836518,US,South Beach,308 Reynolds St,"Leland, MI  49654",United States,,,travel_and_leisure.beach,MI
POINT (-122.7339307 48.2341081),9839511,US,Penn Cove Tidelands,SR-20,"Coupeville, WA  98239",United States,,,travel_and_leisure.beach,WA
POINT (-73.6730075 40.5833225),9844411,US,Long Beach,300 W Broadway,"Long Beach, NY  11561",United States,,,travel_and_leisure.beach,NY
POINT (-72.9248469 40.9628554),9844881,US,Broadway Beach,244–298 Broadway,"Rocky Point, NY 11778",United States,,,travel_and_leisure.beach,NY
POINT (-71.7954116 41.3244181),9849422,US,Wuskenau Beach,311 Atlantic Ave,"Westerly, RI  02891",United States,,,travel_and_leisure.beach,RI
POINT (-87.873094 43.090322),9852122,US,Atwater Beach,,,,,,travel_and_leisure.beach,WI
POINT (-70.5184825 43.3440315),9852720,US,Parsons Beach,Parsons Beach Rd,"Kennebunk, ME 04043",United States,,,travel_and_leisure.beach,ME
POINT (-86.3296323 30.3693097),9856619,US,The Beach at Sandestin,"Miramar Beach, FL  32550",United States,,,,travel_and_leisure.beach,FL
POINT (-119.44853 33.21995),9857848,US,Jehemy Beach,San Nicolas Island,CA,United States,,,travel_and_leisure.beach,CA
POINT (-64.8892221 17.6968974),9861029,US,West Beach,166 Veterans Shore Dr,"Frederiksted, United States Virgin Islands 00820",United States,,,travel_and_leisure.beach,PR
POINT (-104.8464052 39.647056),9861233,US,Swim Beach,4201 S Parker Rd,"Aurora, CO  80014",United States,,,travel_and_leisure.beach,CO
POINT (-73.4330038 44.7199965),9861875,US,Plattsburgh City Beach & Dog Park,41 Beach Rd,"Plattsburgh, NY  12901",United States,,,travel_and_leisure.beach,NY
POINT (-70.903002 41.598525),9872635,US,South End Beach,1116 E Rodney French Blvd,"New Bedford, MA  02744",United States,,,travel_and_leisure.beach,MA
POINT (-122.6427321 48.7270126),9875392,US,Hermosa Beach,2329 Lummi Shore Rd,"Bellingham, WA  98226",United States,,,travel_and_leisure.beach,WA
POINT (-81.2685728 28.6030232),9875393,US,Lake Pearl,"Landmark Dr
Orlando, FL  32817
United States",,,,,travel_and_leisure.beach,FL
POINT (-156.4906369 20.9127361),9880396,US,Kaʻehu Beach,"Wailuku, HI  96793",United States,,,,travel_and_leisure.beach,HI
POINT (-74.0499968 40.0365193),9880669,US,Downer Beach,1301 Ocean Ave,"Mantoloking, NJ  08738",United States,,,travel_and_leisure.beach,NJ
POINT (-123.9586035 46.6134886),9887092,US,Rhodesia Beach,6 Beach St,"South Bend, WA  98586",United States,,,travel_and_leisure.beach,WA
POINT (-65.7725526 18.4138144),9895510,US,Mundi Beach,Camino las Picüas,"Río Grande, PR  00745",United States,,,travel_and_leisure.beach,PR
POINT (-114.8055556 36.0391667),9895532,US,North Beach,River Mountains Loop,"Boulder City, NV  89005",United States,,,travel_and_leisure.beach,NV
POINT (-123.045845 38.3128378),9899366,US,Doran Beach,201 Doran Beach Rd,"Bodega Bay, CA 94923",United States,,,travel_and_leisure.beach,CA
POINT (-122.6329476 37.8893245),9900198,US,Red Rock Beach,3297 Shoreline Hwy,"Stinson Beach, CA 94970",United States,,,travel_and_leisure.beach,CA
POINT (-124.0640993 46.3515721),9900793,US,Long Beach,Bolstad Ave,"Long Beach, WA",United States,,,travel_and_leisure.beach,WA
POINT (-123.9458442 45.6125665),9901770,US,Rockaway Beach,103 S First Ave,"Rockaway Beach, OR  97136",United States,,,travel_and_leisure.beach,OR
POINT (-74.149246 39.679835),9905544,US,North Beach,1087C Long Beach Blvd,"Long Beach Township, NJ  08008",United States,,,travel_and_leisure.beach,NJ
POINT (-88.9550121 38.0554648),9905825,US,North Marcum Beach,"Benton, IL  62812",United States,,,,travel_and_leisure.beach,IL
