fid,name,latitude,longitude,formatted_address,street_number,route,city,county,state,zip,country,governing_jurisdiction,governing_body,geocode_status,raw_addr1,raw_addr2,raw_addr3,raw_addr4,raw_addr5
13099025,Pacifica State Beach,37.5988918,-122.5019417,"Pacifica State Beach, 5000 CA-1, Pacifica, CA 94044, USA",5000,California 1,Linda Mar,San Mateo County,California,94044,United States,state,California State Parks,OK,5116–5246 Coast Hwy,"Pacifica, CA  94044",United States,,
13126497,Black Sands Beach,37.8243366,-122.5084973,"RFFR+PJ Sausalito, CA, USA",,,Sausalito,Marin County,California,94965,United States,municipal,City of Sausalito,OK,,,,,
13146858,Spring Valley Lake Beach,34.4924281,-117.2656251,"13241 Country Club Dr, Victorville, CA 92395, USA",13241,Country Club Drive,Victorville,San Bernardino County,California,92395,United States,municipal,City of Victorville,OK,13220 Country Club Dr,"Victorville, CA  92395",United States,,
13147790,Breakers Beach,32.6877328,-117.2051311,"MQQW+9R, San Diego, CA 92118, USA",,,San Diego,San Diego County,California,92118,United States,municipal,City of San Diego,OK,Rogers Rd.,Naval Air Station North Island,"Coronado, CA 92135",United States,
13161044,Thousand Steps Beach,34.3958044,-119.7136295,"1429 Shoreline Dr, Santa Barbara, CA 93109, USA",1429,Shoreline Drive,East Mesa,Santa Barbara County,California,93109,United States,municipal,City of East Mesa,OK,1 Santa Cruz Blvd,"Santa Barbara, CA 93109",United States,,
13182193,Haskell's Beach,34.4319068,-119.9178223,"8301 Hollister Ave, Goleta, CA 93117, USA",8301,Hollister Avenue,Goleta,Santa Barbara County,California,93117,United States,municipal,City of Goleta,OK,8301 Hollister Ave,"Goleta, CA  93117",United States,,
13183834,Ellwood Beach,34.4148438,-119.8856449,"C477+WP Goleta, CA, USA",,,Goleta,Santa Barbara County,California,,United States,municipal,City of Goleta,OK,Ellwood Mesa,"Goleta, CA  93117",United States,,
13194778,Privates Beach,36.9648349,-121.9608137,"4480 Opal Cliff Dr, Santa Cruz, CA 95062, USA",4480,Opal Cliff Drive,Opal Cliffs,Santa Cruz County,California,95062,United States,municipal,City of Opal Cliffs,OK,"Santa Cruz, CA 95062",United States,,,
13207316,Bayshores Play Beach,33.6143102,-117.9124492,"2430 Bayshore Dr, Newport Beach, CA 92663, USA",2430,Bayshore Drive,Newport Beach,Orange County,California,92663,United States,municipal,City of Newport Beach,OK,2400 Bayshore Dr,Unit 2498,"Newport Beach, CA  92663",United States,
13222871,Cove East,38.9399559,-120.0027302,"WXQW+XW South Lake Tahoe, CA, USA",,,South Lake Tahoe,El Dorado County,California,96150,United States,municipal,City of South Lake Tahoe,OK,2490 Venice Dr,"South Lake Tahoe, CA  96150",United States,,
13247564,Oak Park Tennis Courts,34.4311732,-119.7274249,"2679 Tallant Rd, Santa Barbara, CA 93105, USA",2679,Tallant Road,Oak Park,Santa Barbara County,California,93105,United States,municipal,City of Oak Park,OK,,,,,
13280290,Ski beach,37.915802,-121.5147493,"16512 Bacon Island Rd, Stockton, CA 95206, USA",16512,Bacon Island Road,Stockton,San Joaquin County,California,95206,United States,municipal,City of Stockton,OK,"16512 W Bacon Island Rd
Stockton, CA  95206
United States",,,,
13285943,Heart's Desire Beach,38.1324856,-122.8926072,"44J4+XX Marshall, CA, USA",,,Marshall,Marin County,California,94940,United States,municipal,City of Marshall,OK,"Inverness, CA 94937",United States,,,
13318288,Perles Beach,37.8552462,-122.4383231,"VH46+3M Tiburon, CA, USA",,,Tiburon,Marin County,California,,United States,municipal,City of Tiburon,OK,"Tiburon, CA 94920",United States,,,
13337212,Arch Beach,33.5217,-117.76474,"2647 Victoria Dr, Laguna Beach, CA 92651, USA",2647,Victoria Drive,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,2647 Victoria Dr,"Laguna Beach, CA  92651",United States,,
13378408,Mesa Lane Beach,34.3972192,-119.7306551,"2337 Edgewater Way, Santa Barbara, CA 93109, USA",2337,Edgewater Way,West Mesa,Santa Barbara County,California,93109,United States,municipal,City of West Mesa,OK,2341 Edgewater Way,"Santa Barbara, CA 93109",United States,,
13416631,Moran Lake Beach,36.956224,-121.978218,"22798 E Cliff Dr, Santa Cruz, CA 95062, USA",22798,East Cliff Drive,Opal Cliffs,Santa Cruz County,California,95062,United States,municipal,City of Opal Cliffs,OK,22785 E Cliff Dr,"Santa Cruz, CA 95062",United States,,
13424834,Del Monte Beach,36.6014975,-121.8888817,"285 Figueroa St, Monterey, CA 93940, USA",285,Figueroa Street,Monterey,Monterey County,California,93940,United States,municipal,City of Monterey,OK,653 Del Monte Ave,"Monterey, CA  93940",United States,,
13483457,Elk Fence South Beach,38.176212,-122.926776,"53GF+F7 Marshall, CA, USA",,,Marshall,Marin County,California,94940,United States,municipal,City of Marshall,OK,"Inverness, CA  94937",United States,,,
13489559,Law Street Beach,32.8021917,-117.2600305,"4960 Ocean Blvd, San Diego, CA 92109, USA",4960,Ocean Boulevard,Pacific Beach,San Diego County,California,92109,United States,municipal,City of Pacific Beach,OK,Ramp to Palisades Park Beach From Ocean Blvd Near,"San Diego, CA  92109",United States,,
13498527,Raymond J. Bordoni Public Access Beach,38.0556811,-122.1683599,"755 W 6th St, Benicia, CA 94510, USA",755,West 6th Street,Benicia,Solano County,California,94510,United States,municipal,City of Benicia,OK,727 W Sixth St,"Benicia, CA  94510",United States,,
13499821,Sandspit Beach,35.303288,-120.874967,"843G+82 Baywood-Los Osos, CA, USA",,,Baywood-Los Osos,San Luis Obispo County,California,,United States,municipal,City of Baywood-Los Osos,OK,,,,,
13503133,Santa Claus Beach,34.4075647,-119.5506907,"3701 Santa Claus Ln, Carpinteria, CA 93013, USA",3701,Santa Claus Lane,Carpinteria,Santa Barbara County,California,93013,United States,municipal,City of Carpinteria,OK,"Carpinteria, CA  93013
United States",,,,
13548174,Tamarack State Beach,33.1462292,-117.3453569,"3906 Carlsbad Blvd, Carlsbad, CA 92008, USA",3906,Carlsbad Boulevard,Carlsbad Village,San Diego County,California,92008,United States,state,California State Parks,OK,Carlsbad Blvd & Tamarack Ave,"Carlsbad, CA  92008",United States,,
13566763,Carpinteria City Beach,34.394711,-119.5276666,"4797 Sandyland Rd, Carpinteria, CA 93013, USA",4797,Sandyland Road,Carpinteria,Santa Barbara County,California,93013,United States,municipal,City of Carpinteria,OK,4975 Sandyland Rd,"Carpinteria, CA 93013",United States,,
13591628,Oxnard Beach,34.1808319,-119.239254,"5QJ6+87 Oxnard, CA, USA",,,Oxnard,Ventura County,California,,United States,municipal,City of Oxnard,OK,"Oxnard, CA  93035",United States,,,
13608587,Johnsons Landing,33.4679379,-118.5307002,"1 Cove Rd, Avalon, CA 90704, USA",1,Cove Road,Avalon,Los Angeles County,California,90704,United States,municipal,City of Avalon,OK,Santa Catalina Island,"Santa Catalina Island, CA  90704",United States,,
13639281,Wilder Beach,36.9534328,-122.078222,"XW3C+9P Santa Cruz, CA, USA",,,Santa Cruz,Santa Cruz County,California,,United States,municipal,City of Santa Cruz,OK,"Santa Cruz, CA  95060",United States,,,
13652015,Pirate's Cove,35.1760358,-120.7159603,"186 Bluff Dr, Pismo Beach, CA 93449, USA",186,Bluff Drive,Sunset Palisades,San Luis Obispo County,California,93449,United States,municipal,City of Sunset Palisades,OK,Cave Landing Rd,"Avila Beach, CA 93401",United States,,
13667950,Bayshore Beach,33.7544153,-118.131769,"48 54th Pl, Long Beach, CA 90803, USA",48,54th Place,Belmont Shore,Los Angeles County,California,90803,United States,municipal,City of Belmont Shore,OK,5415 East Ocean,"Blvd Long Beach, CA 90803",United States,,
13695656,Sun Gold Point,32.8188533,-117.2762257,"5990 W Camino De La Costa, La Jolla, CA 92037, USA",5990,West Camino De La Costa,La Jolla,San Diego County,California,92037,United States,municipal,City of La Jolla,OK,6010 Camino de la Costa,San Diego CA 92037,United States,,
13712640,Carpinteria Seal Sanctuary,34.3855638,-119.5056829,"Carpinteria Bluffs Trail, Carpinteria, CA 93013, USA",,Carpinteria Bluffs Trail,Carpinteria,Santa Barbara County,California,93013,United States,municipal,City of Carpinteria,OK,,,,,
13726199,Pipes Beach,33.0250636,-117.2868955,"Parking lot, 2050 S Coast Hwy 101 Parking, Cardiff, CA 92007, USA",2050,South Coast Highway 101,Cardiff,San Diego County,California,92007,United States,municipal,City of Cardiff,OK,1674–1758 S Coast Hwy 101,"Encinitas, CA  92024",United States,,
13746499,La Costa Beach,34.0378723,-118.644247,"21532 Pacific Coast Hwy, Malibu, CA 90265, USA",21532,Pacific Coast Highway,Eastern Malibu,Los Angeles County,California,90265,United States,municipal,City of Eastern Malibu,OK,21440 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
13755489,Muir Beach,37.8594824,-122.5759542,"201 Pacific Way, Muir Beach, CA 94965, USA",201,Pacific Way,Muir Beach,Marin County,California,94965,United States,municipal,City of Muir Beach,OK,"Muir Beach, CA 94965",United States,,,
13760303,Lechuza Beach,34.0359373,-118.8661682,"31725 Sea Level Dr, Malibu, CA 90265, USA",31725,Sea Level Drive,Western Malibu,Los Angeles County,California,90265,United States,municipal,City of Western Malibu,OK,31708 Broad Beach Rd,"Malibu, CA 90265",United States,,
13764388,Thalia Street Beach,33.5354245,-117.7792396,"125 Thalia St, Laguna Beach, CA 92651, USA",125,Thalia Street,Laguna Beach,Orange County,California,92651,United States,municipal,City of Laguna Beach,OK,"Laguna Beach, CA 92651",United States,,,
13771496,La Jolla Tide Pools,32.8411683,-117.2816545,"La Jolla Tide Pools, 274 Coast Blvd, La Jolla, CA 92037, USA",274,Coast Boulevard,La Jolla,San Diego County,California,92037,United States,municipal,City of La Jolla,OK,"Coast Blvd
La Jolla, CA 92037
United States",,,,
13805347,Campbell Cove,38.3048685,-123.0572142,"8W3V+W4 Bodega Bay, CA, USA",,,Bodega Bay,Sonoma County,California,,United States,municipal,City of Bodega Bay,OK,2093–2097 Westside Rd,"Bodega Bay, CA  94923",United States,,
13935571,McNear's Beach,37.9924206,-122.4524285,"201 Cantera Way, San Rafael, CA 94901, USA",201,Cantera Way,San Rafael,Marin County,California,94901,United States,municipal,City of San Rafael,OK,201 Cantera Way,"San Rafael, CA  94901",United States,,
13938039,Thornhill Broome Beach,34.079654,-119.0298399,"3XHC+V3 Thousand Oaks, CA, USA",,,Thousand Oaks,Ventura County,California,,United States,municipal,City of Thousand Oaks,OK,9000 Pacific Coast Hwy,"Malibu, CA  90265",United States,,
13956474,Pescadero State Beach,37.2691452,-122.410788,"7H9Q+MM Pescadero, CA, USA",,,Pescadero,San Mateo County,California,,United States,state,California State Parks,OK,12451–12483 Cabrillo Hwy,"Pescadero, CA  94060",United States,,
13964477,Venice Breakwater,33.9852178,-118.4744167,"Kid’s park, 1701 Ocean Front Walk, Venice, CA 90291, USA",1701,Ocean Front Walk,Venice,Los Angeles County,California,90291,United States,municipal,City of Venice,OK,"1720 Pacific Ave
Los Angeles, CA  90291
United States",,,,
13977558,Loon Point Beach,34.4142603,-119.5824897,"2777 Padaro Ln, Carpinteria, CA 93013, USA",2777,Padaro Lane,Carpinteria,Santa Barbara County,California,93013,United States,municipal,City of Carpinteria,OK,2781 Padaro Ln,"Carpinteria, CA  93013",United States,,
13977693,Fisherman's Beach,35.1747406,-120.7547994,"Fisherman's Memorial Fountain, Avila Beach Dr, San Luis Obispo, CA 93405, USA",,Avila Beach Drive,San Luis Obispo,San Luis Obispo County,California,93405,United States,municipal,City of San Luis Obispo,OK,3950 Avila Beach Dr,"Avila Beach, CA  93424",United States,,
13984640,Oceanside City Beach,33.1952448,-117.3855686,"400 The Strand N, Oceanside, CA 92054, USA",400,The Strand North,Townsite,San Diego County,California,92054,United States,municipal,City of Townsite,OK,"Pier View Way & The Strand N
Oceanside, CA  92054
United States",,,,
13997367,Natalies Cove,35.4938592,-121.0385928,"255 Nikki Beach Dr, Cambria, CA 93428, USA",255,Nikki Beach Drive,Cambria,San Luis Obispo County,California,93428,United States,municipal,City of Cambria,OK,Nikki's Beach Dr,"Cayucos, CA  93430",United States,,
14001478,Playa Pacifica,32.780564,-117.2123383,"Parking lot, 1775 E Mission Bay Dr., San Diego, CA 92109, USA",1775,East Mission Bay Drive,Mission Bay,San Diego County,California,92109,United States,municipal,City of Mission Bay,OK,"San Diego, CA  92109",United States,,,
14005604,Monte Rio Beach,38.466502,-123.0104978,"21494 Starrett Hill Dr, Monte Rio, CA 95462, USA",21494,Starrett Hill Drive,Monte Rio,Sonoma County,California,95462,United States,municipal,City of Monte Rio,OK,20488 Highway 116,"Monte Rio, CA 95462",United States,,
14007033,China Cove and Gibson Beach,36.560312,-121.914625,"2 Lobos St, Carmel-By-The-Sea, CA 93923, USA",2,Lobos Street,Northeast Carmel,Monterey County,California,93923,United States,municipal,City of Northeast Carmel,OK,5051 Lobos St,"Carmel, CA  93923",United States,,
14016267,Malibu Lagoon State Beach,34.0312803,-118.6823724,"23314 Malibu Colony Rd, Malibu, CA 90265, USA",23314,Malibu Colony Road,Eastern Malibu,Los Angeles County,California,90265,United States,state,California State Parks,OK,"Malibu, CA 90265",United States,,,
14120406,Rocky's Beach,37.8515123,-122.3001114,"San Francisco Bay Trl, Berkeley, CA 94720, USA",,San Francisco Bay Trail,Berkeley,Alameda County,California,94720,United States,municipal,City of Berkeley,OK,San Francisco Bay Trail,"Emeryville, CA 94710",United States,,
14141666,Pleasure Point Beach,36.9554047,-121.9719422,"3054 Pleasure Point Dr, Santa Cruz, CA 95062, USA",3054,Pleasure Point Drive,Opal Cliffs,Santa Cruz County,California,95062,United States,municipal,City of Opal Cliffs,OK,Pleasure Point Dr & E Cliff Dr,"Santa Cruz, CA  95062",United States,,
14182589,Lorenzo Beach,33.4734822,-118.5660625,"FCFM+9H Two Harbors, CA, USA",,,Two Harbors,Los Angeles County,California,90704,United States,municipal,City of Two Harbors,OK,,,,,
14224047,Tanks Beach,34.3162959,-119.364607,"3164 Solimar Beach Dr, Ventura, CA 93001, USA",3164,Solimar Beach Drive,Ventura,Ventura County,California,93001,United States,municipal,City of Ventura,OK,,,,,
14224834,Moonstone Beach,35.575138,-121.1139228,"6400 Moonstone Beach Dr, Cambria, CA 93428, USA",6400,Moonstone Beach Drive,Cambria,San Luis Obispo County,California,93428,United States,municipal,City of Cambria,OK,6216 Moonstone Beach Dr,"Cambria, CA  93428",United States,,
14230776,Bodega Dunes Beach,38.3431526,-123.0677914,"2455 CA-1, Bodega Bay, CA 94923, USA",2455,California 1,Bodega Bay,Sonoma County,California,94923,United States,municipal,City of Bodega Bay,OK,Bodega Dunes Boardwalk,"Bodega Bay, CA 94923",United States,,
14256617,Capitola Beach,36.9717536,-121.9512482,"141 Esplanade, Capitola, CA 95010, USA",141,Esplanade,Capitola,Santa Cruz County,California,95010,United States,municipal,City of Capitola,OK,San Jose Ave,"Capitola, CA 95010",United States,,
14259314,Tower 55 Dockweiler Beach,33.932349,-118.437553,"9501 South Vista, Playa Del Rey, CA 90293, USA",9501,South Vista,Playa del Rey,Los Angeles County,California,90293,United States,municipal,City of Playa del Rey,OK,Marvin Braude Bike Path,"Playa Del Rey, CA  90293",United States,,
14261506,Bean Hollow State Beach,37.468459,-122.432697,"120 San Mateo Rd, Half Moon Bay, CA 94019, USA",120,San Mateo Road,Half Moon Bay,San Mateo County,California,94019,United States,state,California State Parks,OK,120 CA-92 W,"Half Moon Bay, CA  94019",United States,,
14261841,South Beach,41.7496976,-124.1890411,"245 Anchor Way, Crescent City, CA 95531, USA",245,Anchor Way,Crescent City,Del Norte County,California,95531,United States,municipal,City of Crescent City,OK,245 Anchor Way,"Crescent City, CA 95531",United States,,
14268889,El Carmel Point,32.7789942,-117.2473919,"1215 El Carmel Pl, San Diego, CA 92109, USA",1215,El Carmel Place,Mission Beach,San Diego County,California,92109,United States,municipal,City of Mission Beach,OK,1215 El Carmel Pl,"San Diego, CA  92109",United States,,
14284168,Rock Cave,33.4627894,-117.7149015,"34385 Dana Strand Rd, Dana Point, CA 92629, USA",34385,Dana Strand Road,Dana Point,Orange County,California,92629,United States,municipal,City of Dana Point,OK,Dana Point Headland,"Dana Point, CA  92629",United States,,
14325893,Lake Siskiyou Beach,41.2771304,-122.3410423,"7MG5+VH Mount Shasta, CA, USA",,,Mount Shasta,Siskiyou County,California,96067,United States,municipal,City of Mount Shasta,OK,"Mount Shasta, CA 96067",United States,,,
14329230,Little River State Beach,41.0163387,-124.1103134,"2V8Q+GV McKinleyville, CA, USA",,,McKinleyville,Humboldt County,California,95519,United States,state,California State Parks,OK,1100 Clam Beach Dr,"Trinidad, CA  95570",United States,,
14338127,Wash-Out Beach,39.6996917,-121.9424701,"M3X5+V2 Chico, CA, USA",,,Chico,Butte County,California,,United States,municipal,City of Chico,OK,"Glenn, CA  95943",United States,,,
14406748,San Onofre State Beach ,33.3780609,-117.5705338,"9CHH+6Q San Clemente, CA, USA",,,San Clemente,Orange County,California,,United States,state,California State Parks,OK,Old Pacific Highway,"San Clemente, CA 92672",United States,,
14417055,McWay Beach,36.1584858,-121.6719281,"585H+96 Slates Hot Springs, CA, USA",,,Slates Hot Springs,Monterey County,California,93920,United States,municipal,City of Slates Hot Springs,OK,McWay Falls Overlook Trail,CA 93920,United States,,
14461322,Playa Del Rey Psychic,36.808741,-119.814118,"1250 W Shaw Ave, Fresno, CA 93711, USA",1250,West Shaw Avenue,Fresno,Fresno County,California,93711,United States,municipal,City of Fresno,OK,1252 W Shaw Ave,"Fresno, CA  93711",United States,,
